epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,79355.1,0.87526,1.56137,1.26038,0.95036,0.83601,0.67418,0.7575,0.59116,0.81265,0.65411,0.72466,0.48655,0.8194,1.50102,1.20776,0.92939,0.000152635,0.000152635,0.000152635
127,79979.1,0.87195,1.55235,1.2498,0.94735,0.83744,0.67402,0.75754,0.59109,0.81311,0.65327,0.72454,0.48649,0.81942,1.50068,1.20727,0.92925,0.000142456,0.000142456,0.000142456
128,80601.2,0.87621,1.5618,1.26065,0.94967,0.83767,0.67284,0.75764,0.59116,0.81192,0.65401,0.72487,0.48672,0.81934,1.50042,1.20687,0.92912,0.000132658,0.000132658,0.000132658
129,81233.9,0.87565,1.56253,1.2606,0.94975,0.84064,0.67186,0.75787,0.59126,0.81334,0.65286,0.72494,0.48702,0.81934,1.49982,1.20665,0.92907,0.000123245,0.000123245,0.000123245
130,81863.6,0.87323,1.55701,1.25678,0.94769,0.83984,0.67168,0.75784,0.59116,0.81289,0.6528,0.72512,0.48732,0.81929,1.49958,1.20683,0.92896,0.000114221,0.000114221,0.000114221
131,82487.2,0.87219,1.55555,1.2525,0.94821,0.83826,0.67221,0.75803,0.59124,0.81424,0.65286,0.72509,0.48713,0.81921,1.49927,1.20633,0.92894,0.00010559,0.00010559,0.00010559
132,83110.8,0.87211,1.55521,1.25307,0.94766,0.83822,0.67245,0.75812,0.59123,0.8152,0.65175,0.72501,0.48728,0.81904,1.49901,1.20631,0.92886,9.73555e-05,9.73555e-05,9.73555e-05
133,83734.3,0.86933,1.54859,1.25073,0.94764,0.83985,0.6719,0.75832,0.59134,0.81358,0.65307,0.72531,0.48751,0.81905,1.49871,1.20576,0.92889,8.95213e-05,8.95213e-05,8.95213e-05
134,84363.7,0.87178,1.54954,1.25261,0.94828,0.84002,0.67144,0.75817,0.59161,0.81288,0.65251,0.72513,0.48753,0.81904,1.49831,1.20587,0.92884,8.20908e-05,8.20908e-05,8.20908e-05
135,84994.6,0.86634,1.54234,1.24211,0.94685,0.83961,0.67086,0.75812,0.59154,0.81434,0.65183,0.72536,0.48745,0.81901,1.49819,1.20561,0.92878,7.50674e-05,7.50674e-05,7.50674e-05
136,85644.3,0.8726,1.55616,1.25021,0.94791,0.84021,0.67061,0.75844,0.59221,0.81433,0.6513,0.72479,0.48729,0.81889,1.49795,1.2058,0.92867,6.8454e-05,6.8454e-05,6.8454e-05
137,86276.4,0.86932,1.55803,1.25188,0.94859,0.84145,0.67125,0.75844,0.5922,0.81915,0.64759,0.72473,0.48741,0.81868,1.49771,1.20551,0.92851,6.22537e-05,6.22537e-05,6.22537e-05
138,86908.5,0.86868,1.55246,1.24752,0.94566,0.83412,0.67514,0.75833,0.59253,0.81849,0.64837,0.72482,0.48753,0.8186,1.49761,1.20518,0.92837,5.64691e-05,5.64691e-05,5.64691e-05
139,87540.4,0.87104,1.54686,1.24642,0.94701,0.83529,0.6738,0.75804,0.59264,0.81407,0.65249,0.72526,0.48793,0.81844,1.49754,1.20505,0.92829,5.11027e-05,5.11027e-05,5.11027e-05
140,88180.1,0.86813,1.54909,1.24576,0.94633,0.83992,0.6712,0.75812,0.59275,0.82176,0.64894,0.72563,0.48803,0.81834,1.49739,1.20477,0.92816,4.61569e-05,4.61569e-05,4.61569e-05
141,88856.9,0.83126,1.43352,1.07025,0.92016,0.83683,0.6731,0.7581,0.59264,0.82207,0.64846,0.72522,0.48787,0.81837,1.49739,1.20472,0.92818,4.16339e-05,4.16339e-05,4.16339e-05
142,89454.6,0.8276,1.43341,1.0617,0.91772,0.8356,0.674,0.7579,0.59263,0.82325,0.64839,0.72529,0.48814,0.81832,1.49736,1.20528,0.92806,3.75356e-05,3.75356e-05,3.75356e-05
143,90057.1,0.82896,1.43023,1.06053,0.9158,0.8354,0.6745,0.75814,0.59226,0.82278,0.64864,0.7254,0.48756,0.81831,1.49757,1.20527,0.92798,3.38639e-05,3.38639e-05,3.38639e-05
144,90653.9,0.82575,1.43295,1.05236,0.91618,0.83667,0.67417,0.75829,0.59224,0.82675,0.6459,0.7256,0.48776,0.81816,1.49772,1.20525,0.92785,3.06204e-05,3.06204e-05,3.06204e-05
145,91250.9,0.8253,1.42891,1.04954,0.91646,0.8359,0.67482,0.75873,0.59257,0.82692,0.64587,0.72583,0.48765,0.81829,1.49784,1.20576,0.92787,2.78064e-05,2.78064e-05,2.78064e-05
146,91854,0.82298,1.42429,1.04716,0.91514,0.8363,0.67512,0.75852,0.59236,0.82806,0.64516,0.72605,0.4877,0.81833,1.49804,1.20581,0.92782,2.54233e-05,2.54233e-05,2.54233e-05
147,92465.8,0.82331,1.42235,1.04893,0.91491,0.83575,0.67507,0.75872,0.59208,0.82507,0.64788,0.72613,0.48765,0.81831,1.49796,1.20597,0.92779,2.34721e-05,2.34721e-05,2.34721e-05
148,93062.3,0.82474,1.42772,1.0487,0.91623,0.8352,0.67538,0.75922,0.5919,0.82282,0.64929,0.72611,0.48755,0.81839,1.49818,1.20644,0.92774,2.19535e-05,2.19535e-05,2.19535e-05
149,93659.5,0.82217,1.41968,1.04223,0.91435,0.83212,0.67703,0.75927,0.59222,0.82422,0.64699,0.72627,0.48777,0.81841,1.49834,1.20687,0.9278,2.08684e-05,2.08684e-05,2.08684e-05
150,94255.4,0.82277,1.42394,1.04574,0.91359,0.83403,0.67601,0.75921,0.59205,0.82372,0.64667,0.726,0.48794,0.81831,1.49861,1.20693,0.92784,2.02171e-05,2.02171e-05,2.02171e-05
