epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,28895.3,0.45064,1.00756,0.83426,0.93714,0.9071,0.89275,0.93677,0.83859,0.91062,0.89604,0.93807,0.74907,0.45672,0.98053,0.81202,0.92438,0.000163189,0.000163189,0.000163189
126,29124.4,0.45129,0.99994,0.82579,0.9391,0.90763,0.89278,0.93687,0.83865,0.90991,0.89647,0.93795,0.74917,0.45644,0.98097,0.81133,0.92426,0.000152635,0.000152635,0.000152635
127,29353.6,0.44926,0.98856,0.82154,0.93701,0.90773,0.89292,0.93699,0.83854,0.90984,0.89638,0.93787,0.7495,0.45627,0.98114,0.81133,0.92421,0.000142456,0.000142456,0.000142456
128,29582.2,0.45192,0.98932,0.81314,0.93874,0.91098,0.88956,0.93713,0.83862,0.90947,0.89605,0.93785,0.74955,0.45638,0.98133,0.81056,0.9242,0.000132658,0.000132658,0.000132658
129,29816.5,0.44537,0.98784,0.80997,0.93412,0.91265,0.88552,0.93661,0.8387,0.91687,0.88871,0.93744,0.74966,0.4566,0.98136,0.81092,0.92434,0.000123245,0.000123245,0.000123245
130,30044.8,0.45162,1.0002,0.81904,0.93915,0.91281,0.88449,0.93652,0.83846,0.91481,0.88593,0.93715,0.74916,0.4566,0.98129,0.81163,0.92438,0.000114221,0.000114221,0.000114221
131,30273.4,0.45144,1.00629,0.82963,0.93858,0.9123,0.88445,0.93659,0.83875,0.91529,0.88575,0.9372,0.74932,0.45671,0.98169,0.8119,0.92456,0.00010559,0.00010559,0.00010559
132,30502.8,0.44771,0.98773,0.80973,0.93279,0.91369,0.88497,0.9365,0.8387,0.92055,0.88266,0.9371,0.74912,0.45655,0.98203,0.8121,0.92445,9.73555e-05,9.73555e-05,9.73555e-05
133,30742.4,0.44931,0.99664,0.82306,0.93797,0.91348,0.88509,0.93644,0.83835,0.92064,0.88245,0.93677,0.749,0.45693,0.9822,0.81254,0.9248,8.95213e-05,8.95213e-05,8.95213e-05
134,30971.4,0.44672,0.99356,0.82346,0.93365,0.91559,0.88306,0.93664,0.83882,0.92063,0.88189,0.93671,0.74889,0.45697,0.98252,0.81278,0.92485,8.20908e-05,8.20908e-05,8.20908e-05
135,31199.7,0.44224,0.97984,0.79302,0.93161,0.91677,0.8818,0.93658,0.83864,0.92078,0.88165,0.93674,0.74886,0.45705,0.98292,0.81289,0.92496,7.50674e-05,7.50674e-05,7.50674e-05
136,31427.7,0.44884,0.98962,0.81306,0.9397,0.91902,0.88089,0.93671,0.83898,0.9215,0.88146,0.93672,0.74866,0.45729,0.98291,0.81284,0.92509,6.8454e-05,6.8454e-05,6.8454e-05
137,31657.4,0.45084,1.00212,0.81776,0.93673,0.91939,0.88024,0.93649,0.83878,0.92272,0.88091,0.93663,0.74865,0.45746,0.98289,0.81311,0.92518,6.22537e-05,6.22537e-05,6.22537e-05
138,31886.5,0.45073,0.99907,0.82931,0.93559,0.91889,0.88063,0.93642,0.83865,0.92364,0.87975,0.93662,0.74883,0.4574,0.98264,0.81323,0.92523,5.64691e-05,5.64691e-05,5.64691e-05
139,32116.4,0.44417,0.97506,0.80885,0.93335,0.91854,0.88088,0.93642,0.83862,0.92364,0.87982,0.93658,0.74881,0.45746,0.98269,0.81325,0.92534,5.11027e-05,5.11027e-05,5.11027e-05
140,32346.1,0.44825,1.00747,0.82526,0.93659,0.91902,0.88106,0.93645,0.8388,0.92377,0.87999,0.93656,0.74868,0.45741,0.98259,0.81278,0.92532,4.61569e-05,4.61569e-05,4.61569e-05
